"player_id","player_name.x","SALARY","fantasy_points","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"barneha02","Harrison Barnes",23112004,1990.6,"PF",25,"DAL",77,77,2634,537,1208,0.445,119,333,0.357,418,875,0.478,0.494,259,313,0.827,77,391,468,152,49,14,118,94,1452
"bartowi01","Will Barton",3533333,2192.3,"SG",27,"DEN",81,40,2683,465,1028,0.452,156,422,0.37,309,606,0.51,0.528,182,226,0.805,70,339,409,331,82,52,149,168,1268
"batumni01","Nicolas Batum",2.4e+07,1567.7,"SG",29,"CHO",64,64,1981,270,650,0.415,92,274,0.336,178,376,0.473,0.486,108,130,0.831,57,249,306,349,65,23,131,72,740
"bazemke01","Kent Bazemore",18089887,1448.6,"SG",28,"ATL",65,65,1789,284,676,0.42,108,274,0.394,176,402,0.438,0.5,160,201,0.796,25,223,248,228,100,45,157,147,836
"bealbr01","Bradley Beal",25434263,2610.1,"SG",24,"WAS",82,82,2977,683,1484,0.46,199,530,0.375,484,954,0.507,0.527,292,369,0.791,61,302,363,373,96,36,214,160,1857
"beaslma01","Malik Beasley",1700640,325.7,"SG",21,"DEN",62,0,583,73,178,0.41,28,82,0.341,45,96,0.469,0.489,22,33,0.667,14,57,71,31,15,7,24,36,196
"belljo01","Jordan Bell",1378242,764.4,"C",23,"GSW",57,13,809,116,185,0.627,0,4,0,116,181,0.641,0.627,30,44,0.682,60,147,207,102,35,56,51,92,262
"bembrde01","DeAndre' Bembry",1634640,295.9,"SF",23,"ATL",26,3,455,53,128,0.414,11,30,0.367,42,98,0.429,0.457,19,33,0.576,8,64,72,49,21,12,47,38,136
"bendedr01","Dragan Bender",4468800,1158.2,"PF",20,"PHO",82,37,2069,187,484,0.386,118,322,0.366,69,162,0.426,0.508,39,51,0.765,40,321,361,130,22,53,112,166,531
"beverpa01","Patrick Beverley",5513514,245,"SG",29,"LAC",11,11,334,48,119,0.403,24,60,0.4,24,59,0.407,0.504,14,17,0.824,16,29,45,32,19,5,25,34,134
"biyombi01","Bismack Biyombo",1.7e+07,1174.6,"C",25,"ORL",82,25,1495,183,352,0.52,0,1,0,183,351,0.521,0.52,102,157,0.65,144,324,468,66,21,95,84,158,468
"bjeline01","Nemanja Bjelica",3949999,955.8,"PF",29,"MIN",67,21,1371,171,371,0.461,76,183,0.415,95,188,0.505,0.563,36,45,0.8,53,221,274,86,50,16,52,141,454
"bledser01","Eric Bledsoe",1.5e+07,2122.8,"PG",28,"TOT",74,74,2322,468,989,0.473,125,360,0.347,343,629,0.545,0.536,252,317,0.795,51,233,284,370,149,42,216,185,1313
"bledser01","Eric Bledsoe",1.5e+07,59.9,"PG",28,"PHO",3,3,83,16,40,0.4,4,13,0.308,12,27,0.444,0.45,11,14,0.786,3,4,7,9,4,2,10,6,47
"bledser01","Eric Bledsoe",1.5e+07,2062.9,"PG",28,"MIL",71,71,2239,452,949,0.476,121,347,0.349,331,602,0.55,0.54,241,303,0.795,48,229,277,361,145,40,206,179,1266
"bookede01","Devin Booker",2319360,1657.3,"SG",21,"PHO",54,54,1865,455,1054,0.432,147,384,0.383,308,670,0.46,0.501,289,329,0.878,26,218,244,253,47,14,194,168,1346
"bradlav01","Avery Bradley",8808989,790.3,"SG",27,"DET",40,40,1268,233,570,0.409,74,194,0.381,159,376,0.423,0.474,61,80,0.763,19,75,94,83,46,7,93,80,601
"bradlav01","Avery Bradley",8808989,890.2,"SG",27,"TOT",46,46,1433,259,625,0.414,75,203,0.369,184,422,0.436,0.474,63,82,0.768,22,94,116,94,51,8,101,92,656
"bradlav01","Avery Bradley",8808989,99.9,"SG",27,"LAC",6,6,165,26,55,0.473,1,9,0.111,25,46,0.543,0.482,2,2,1,3,19,22,11,5,1,8,12,55
"bradlto01","Tony Bradley",1414920,20.7,"C",20,"UTA",9,0,29,3,11,0.273,0,1,0,3,10,0.3,0.273,2,2,1,4,7,11,1,0,0,0,1,8
"brogdma01","Malcolm Brogdon",1544951,1007.2,"PG",25,"MIL",48,20,1436,244,503,0.485,62,161,0.385,182,342,0.532,0.547,75,85,0.882,23,133,156,152,41,13,66,128,625
"brownja02","Jaylen Brown",4956480,1521.2,"SG",21,"BOS",70,70,2152,373,803,0.465,121,306,0.395,252,497,0.507,0.54,150,233,0.644,66,280,346,114,70,26,124,181,1017
"brownst02","Sterling Brown",1378242,468.1,"SG",22,"MIL",54,4,776,82,205,0.4,32,91,0.352,50,114,0.439,0.478,21,24,0.875,27,116,143,25,31,13,25,80,217
"bullore01","Reggie Bullock",2500000,1059.3,"SF",26,"DET",62,52,1732,267,546,0.489,125,281,0.445,142,265,0.536,0.603,39,49,0.796,27,127,154,95,47,13,47,70,698
"burketr01","Trey Burke",1544951,777.2,"PG",25,"NYK",36,9,785,193,384,0.503,38,105,0.362,155,279,0.556,0.552,37,57,0.649,13,58,71,170,24,4,43,43,461
"burksal01","Alec Burks",10845506,747.9,"SG",26,"UTA",64,1,1059,170,414,0.411,47,142,0.331,123,272,0.452,0.467,107,124,0.863,19,173,192,67,37,8,60,75,494
"butleji01","Jimmy Butler",19301070,1924.8,"SG",28,"MIN",59,59,2164,437,921,0.474,70,200,0.35,367,721,0.509,0.512,363,425,0.854,79,235,314,288,116,24,108,78,1307
"cabocbr01","Bruno Caboclo",2451225,58.7,"SF",22,"SAC",10,0,100,9,29,0.31,3,15,0.2,6,14,0.429,0.362,5,6,0.833,7,14,21,3,2,4,4,7,26
"cabocbr01","Bruno Caboclo",2451225,63.4,"SF",22,"TOT",12,0,107,9,31,0.29,3,17,0.176,6,14,0.429,0.339,5,6,0.833,7,15,22,4,3,4,4,8,26
"caldwke01","Kentavious Caldwell-Pope",17745894,1693.4,"SG",24,"LAL",74,74,2458,340,798,0.426,159,415,0.383,181,383,0.473,0.526,153,194,0.789,60,327,387,162,106,16,97,145,992
"capelca01","Clint Capela",2334528,2233.4,"C",23,"HOU",74,74,2034,441,676,0.652,0,1,0,441,675,0.653,0.652,144,257,0.56,241,561,802,68,58,137,103,185,1026
"carrode01","DeMarre Carroll",15400000,1665.3,"PF",31,"BRK",73,73,2180,325,785,0.414,145,391,0.371,180,394,0.457,0.506,188,246,0.764,105,374,479,147,59,30,103,165,983
"cartevi01","Vince Carter",8e+06,666.1,"SF",41,"SAC",58,5,1026,114,283,0.403,57,165,0.345,57,118,0.483,0.504,28,37,0.757,18,130,148,69,42,26,36,96,313
"caulewi01","Willie Cauley-Stein",3704160,1828,"C",24,"SAC",73,58,2044,388,773,0.502,3,12,0.25,385,761,0.506,0.504,153,247,0.619,131,379,510,172,77,67,109,185,932
"chandwi01","Wilson Chandler",12016854,1438.1,"SF",30,"DEN",74,71,2346,281,631,0.445,88,246,0.358,193,385,0.501,0.515,88,114,0.772,102,296,398,159,43,39,92,156,738
"chrisma01","Marquese Chriss",3073800,1193.5,"PF",20,"PHO",72,49,1527,202,477,0.423,56,190,0.295,146,287,0.509,0.482,96,158,0.608,76,319,395,83,51,70,107,205,556
"clarkjo01","Jordan Clarkson",12500000,459.6,"SG",25,"CLE",28,0,632,131,287,0.456,44,108,0.407,87,179,0.486,0.533,47,58,0.81,13,45,58,48,19,3,32,44,353
"clarkjo01","Jordan Clarkson",12500000,1564.9,"SG",25,"TOT",81,2,1888,430,954,0.451,112,318,0.352,318,636,0.5,0.509,152,190,0.8,57,160,217,221,58,6,127,107,1124
"clarkjo01","Jordan Clarkson",12500000,1105.3,"SG",25,"LAL",53,2,1256,299,667,0.448,68,210,0.324,231,457,0.505,0.499,105,132,0.795,44,115,159,173,39,3,95,63,771
"collijo01","John Collins",2299080,1589.2,"PF",20,"ATL",74,26,1785,314,545,0.576,16,47,0.34,298,498,0.598,0.591,133,186,0.715,176,365,541,98,47,80,105,215,777
"colliza01","Zach Collins",3057240,646.2,"C",20,"POR",66,1,1045,115,289,0.398,35,113,0.31,80,176,0.455,0.458,27,42,0.643,45,176,221,52,17,31,58,133,292
"conlemi01","Mike Conley",28530608,269.9,"PG",30,"MEM",12,12,373,64,168,0.381,24,77,0.312,40,91,0.44,0.452,53,66,0.803,0,27,27,49,12,3,18,24,205
"connapa01","Pat Connaughton",1471382,780.7,"SG",25,"POR",82,5,1488,165,390,0.423,74,210,0.352,91,180,0.506,0.518,37,44,0.841,36,125,161,91,23,22,43,120,441
"cookqu01","Quinn Cook",1544951,515.9,"PG",24,"GSW",33,18,740,122,252,0.484,46,104,0.442,76,148,0.514,0.575,22,25,0.88,10,72,82,89,12,1,32,59,312
"couside01","DeMarcus Cousins",18063850,2109.9,"C",27,"NOP",48,48,1737,406,864,0.47,104,294,0.354,302,570,0.53,0.53,294,394,0.746,105,512,617,257,79,76,242,183,1210
"covinro01","Robert Covington",10464092,1938.6,"SF",27,"PHI",80,80,2532,345,836,0.413,203,550,0.369,142,286,0.497,0.534,116,136,0.853,55,378,433,156,137,72,126,238,1009
"crabbal01","Allen Crabbe",18500000,1525.3,"SG",25,"BRK",75,68,2197,337,827,0.407,201,532,0.378,136,295,0.461,0.529,115,135,0.852,28,296,324,117,47,35,78,168,990
"crowdja01","Jae Crowder",6796117,491.9,"SF",27,"UTA",27,0,744,114,295,0.386,48,152,0.316,66,143,0.462,0.468,43,56,0.768,18,84,102,41,23,9,32,63,319
"crowdja01","Jae Crowder",6796117,734.6,"SF",27,"CLE",53,47,1346,157,376,0.418,62,189,0.328,95,187,0.508,0.5,78,92,0.848,41,132,173,58,41,12,42,124,454
"crowdja01","Jae Crowder",6796117,1226.5,"SF",27,"TOT",80,47,2090,271,671,0.404,110,341,0.323,161,330,0.488,0.486,121,148,0.818,59,216,275,99,64,21,74,187,773
"curryst01","Stephen Curry",37457154,1869.2,"PG",29,"GSW",51,51,1631,428,864,0.495,212,501,0.423,216,363,0.595,0.618,278,302,0.921,36,225,261,310,80,8,153,114,1346
"danietr01","Troy Daniels",3408520,877.4,"SG",26,"PHO",79,15,1622,232,575,0.403,183,458,0.4,49,117,0.419,0.563,56,64,0.875,12,115,127,48,26,5,56,137,703
"davisan02","Anthony Davis",23775506,3328.4,"PF",24,"NOP",75,75,2727,780,1462,0.534,55,162,0.34,725,1300,0.558,0.552,495,598,0.828,187,645,832,174,115,193,162,159,2110
"davised01","Ed Davis",6352531,1192,"C",28,"POR",78,0,1471,170,292,0.582,0,1,0,170,291,0.584,0.582,74,111,0.667,183,392,575,40,32,52,66,188,414
"dedmode01","Dewayne Dedmon",7200000,1367.8,"C",28,"ATL",62,46,1542,250,477,0.524,50,141,0.355,200,336,0.595,0.577,67,86,0.779,100,389,489,90,40,51,86,162,617
"dellama01","Matthew Dellavedova",9607500,412.3,"PG",27,"MIL",38,3,712,55,152,0.362,29,78,0.372,26,74,0.351,0.457,25,27,0.926,14,50,64,145,14,0,49,67,164
"derozde01","DeMar DeRozan",27739975,2421.5,"SG",28,"TOR",80,80,2711,645,1413,0.456,89,287,0.31,556,1126,0.494,0.488,461,559,0.825,59,256,315,417,85,22,175,151,1840
"dienggo01","Gorgui Dieng",14112360,1038.5,"C",28,"MIN",79,0,1333,186,388,0.479,19,61,0.311,167,327,0.511,0.504,79,102,0.775,106,254,360,71,45,39,59,147,470
"dinwisp01","Spencer Dinwiddie",1656092,1939.8,"PG",24,"BRK",80,58,2306,324,838,0.387,141,433,0.326,183,405,0.452,0.471,218,268,0.813,40,219,259,524,68,23,128,186,1007
"dotsoda01","Damyean Dotson",1378242,324.3,"SG",23,"NYK",44,2,474,72,161,0.447,22,68,0.324,50,93,0.538,0.516,16,23,0.696,9,75,84,31,12,2,17,34,182
"drumman01","Andre Drummond",25434263,3065.9,"C",24,"DET",78,78,2625,466,881,0.529,0,11,0,466,870,0.536,0.529,239,395,0.605,399,848,1247,237,114,127,200,250,1171
"dudleja01","Jared Dudley",1e+07,396.8,"PF",32,"PHO",48,0,686,48,122,0.393,29,80,0.363,19,42,0.452,0.512,27,35,0.771,8,86,94,78,24,11,28,85,152
"dunnkr01","Kris Dunn",4221000,1457.2,"PG",23,"CHI",52,43,1525,286,666,0.429,43,134,0.321,243,532,0.457,0.462,84,114,0.737,24,197,221,310,104,27,150,174,699
"embiijo01","Joel Embiid",25250000,2280.5,"C",23,"PHI",63,63,1912,510,1056,0.483,66,214,0.308,444,842,0.527,0.514,359,467,0.769,143,547,690,199,40,111,234,209,1445
"exumda01","Dante Exum",4992385,186.7,"PG",22,"UTA",14,0,235,42,87,0.483,5,18,0.278,37,69,0.536,0.511,25,31,0.806,4,22,26,43,8,3,20,20,114
"favorde01","Derrick Favors",1.2e+07,1803.4,"C",26,"UTA",77,77,2153,395,702,0.563,14,63,0.222,381,639,0.596,0.573,140,215,0.651,198,354,552,102,54,82,88,164,944
"fergute01","Terrance Ferguson",1785000,321.9,"SG",19,"OKC",61,12,763,70,169,0.414,40,120,0.333,30,49,0.612,0.533,9,10,0.9,19,28,47,19,24,10,11,83,189
"ferreyo01","Yogi Ferrell",1312611,1424.3,"SG",24,"DAL",82,21,2282,311,730,0.426,134,359,0.373,177,371,0.477,0.518,82,103,0.796,26,223,249,201,64,9,78,153,838
"finnedo01","Dorian Finney-Smith",1312611,248,"PF",24,"DAL",21,13,448,46,121,0.38,20,67,0.299,26,54,0.481,0.463,11,15,0.733,22,53,75,26,10,4,21,43,123
"forbebr01","Bryn Forbes",1312611,782,"SG",24,"SAS",80,12,1517,209,497,0.421,89,228,0.39,120,269,0.446,0.51,48,72,0.667,12,98,110,80,28,2,37,108,555
"fournev01","Evan Fournier",1.7e+07,1357.5,"SF",25,"ORL",57,57,1837,368,802,0.459,127,335,0.379,241,467,0.516,0.538,150,173,0.867,23,157,180,165,47,16,95,138,1013
"foxde01","De'Aaron Fox",4609200,1434.8,"PG",20,"SAC",73,60,2026,328,797,0.412,47,153,0.307,281,644,0.436,0.441,141,195,0.723,33,171,204,320,70,20,173,163,844
"fultzma01","Markelle Fultz",8339880,236.1,"SG",19,"PHI",14,0,253,45,111,0.405,0,1,0,45,110,0.409,0.405,10,21,0.476,11,32,43,53,12,4,17,22,100
"gallida01","Danilo Gallinari",20559599,440.7,"SF",29,"LAC",21,21,671,102,256,0.398,36,111,0.324,66,145,0.455,0.469,81,87,0.931,9,92,101,41,12,10,26,30,321
"gallola01","Langston Galloway",7e+06,586.4,"SG",26,"DET",58,2,863,126,340,0.371,75,218,0.344,51,122,0.418,0.481,33,41,0.805,13,79,92,58,35,5,18,39,360
"gasolma01","Marc Gasol",22642350,2260.9,"C",33,"MEM",73,73,2408,434,1033,0.42,109,320,0.341,325,713,0.456,0.473,281,337,0.834,78,514,592,305,54,101,194,185,1258
"gasolpa01","Pau Gasol",1.6e+07,1814.8,"C",37,"SAS",77,63,1812,287,627,0.458,43,120,0.358,244,507,0.481,0.492,158,209,0.756,129,490,619,238,24,79,108,121,775
"gayru01","Rudy Gay",8406000,1091.7,"PF",31,"SAS",57,6,1231,253,537,0.471,37,118,0.314,216,419,0.516,0.506,112,145,0.772,76,215,291,73,46,38,78,98,655
"georgpa01","Paul George",19508958,2514.9,"SF",27,"OKC",79,79,2891,576,1340,0.43,244,609,0.401,332,731,0.454,0.521,338,411,0.822,72,375,447,263,161,39,212,233,1734
"gibsota01","Taj Gibson",1.4e+07,1859.3,"PF",32,"MIN",82,82,2726,425,737,0.577,7,35,0.2,418,702,0.595,0.581,142,185,0.768,194,390,584,99,62,59,89,218,999
"gordoer01","Eric Gordon",12943020,1495,"SG",29,"HOU",69,30,2154,415,970,0.428,218,608,0.359,197,362,0.544,0.54,195,241,0.809,25,145,170,154,44,27,130,116,1243
"grantje01","Jerami Grant",1524305,1150.3,"PF",23,"OKC",81,1,1647,244,456,0.535,32,110,0.291,212,346,0.613,0.57,162,240,0.675,86,233,319,57,31,77,54,155,682
"greenda02","Danny Green",1e+07,1225.8,"SG",30,"SAS",70,60,1791,217,561,0.387,116,320,0.363,101,241,0.419,0.49,50,65,0.769,41,208,249,110,63,80,74,122,600
"greendr01","Draymond Green",17469565,2213,"PF",27,"GSW",70,70,2287,281,619,0.454,77,256,0.301,204,363,0.562,0.516,134,173,0.775,75,460,535,508,95,91,202,185,773
"greenja01","JaMychal Green",8533333,1202.3,"PF",27,"MEM",55,54,1542,223,488,0.457,43,127,0.339,180,361,0.499,0.501,80,111,0.721,147,317,464,79,32,25,76,153,569
"griffbl01","Blake Griffin",32088932,1135.9,"PF",28,"LAC",33,33,1139,255,578,0.441,64,187,0.342,191,391,0.488,0.497,172,219,0.785,46,216,262,179,30,9,99,78,746
"griffbl01","Blake Griffin",32088932,814.7,"PF",28,"DET",25,25,831,181,418,0.433,47,135,0.348,134,283,0.473,0.489,87,111,0.784,27,139,166,155,11,9,66,61,496
"griffbl01","Blake Griffin",32088932,1950.6,"PF",28,"TOT",58,58,1970,436,996,0.438,111,322,0.345,325,674,0.482,0.493,259,330,0.785,73,355,428,334,41,18,165,139,1242
"hardeja01","James Harden",28299399,3015.8,"SG",28,"HOU",72,72,2551,651,1449,0.449,265,722,0.367,386,727,0.531,0.541,624,727,0.858,41,348,389,630,126,50,315,169,2191
"harklma01","Maurice Harkless",10162922,758.9,"SF",24,"POR",59,36,1264,147,297,0.495,49,118,0.415,98,179,0.547,0.577,42,59,0.712,46,116,162,53,48,43,40,103,385
"harremo01","Montrezl Harrell",1471382,1283.2,"C",24,"LAC",76,3,1293,348,548,0.635,1,7,0.143,347,541,0.641,0.636,139,222,0.626,103,203,306,74,36,52,68,143,836
"harriga01","Gary Harris",2550055,1693.2,"SG",23,"DEN",67,65,2304,440,908,0.485,156,394,0.396,284,514,0.553,0.57,134,162,0.827,37,139,176,194,122,15,119,119,1170
"harrito02","Tobias Harris",1.6e+07,992.6,"PF",25,"LAC",32,32,1105,242,512,0.473,70,169,0.414,172,343,0.501,0.541,64,80,0.8,22,171,193,98,37,20,54,73,618
"harrito02","Tobias Harris",1.6e+07,1233.8,"PF",25,"DET",48,48,1563,320,709,0.451,113,276,0.409,207,433,0.478,0.531,115,136,0.846,36,208,244,94,34,15,51,91,868
"harrito02","Tobias Harris",1.6e+07,2226.4,"PF",25,"TOT",80,80,2668,562,1221,0.46,183,445,0.411,379,776,0.488,0.535,179,216,0.829,58,379,437,192,71,35,105,164,1486
"hartjo01","Josh Hart",1394520,944.6,"SG",22,"LAL",63,23,1461,176,375,0.469,78,197,0.396,98,178,0.551,0.573,66,94,0.702,42,221,263,80,47,16,47,107,496
"hensojo01","John Henson",11327466,1585.6,"C",27,"MIL",76,69,1970,287,502,0.572,1,7,0.143,286,495,0.578,0.573,90,158,0.57,150,363,513,114,45,109,84,202,665
"hieldbu01","Buddy Hield",3675480,1698.9,"SG",25,"SAC",80,12,2024,416,933,0.446,176,408,0.431,240,525,0.457,0.54,71,81,0.877,55,252,307,155,85,22,124,148,1079
"hillge01","George Hill",1.9e+07,416.3,"PG",31,"CLE",24,24,669,83,187,0.444,27,77,0.351,56,110,0.509,0.516,33,41,0.805,20,44,64,67,22,15,28,53,226
"hillge01","George Hill",1.9e+07,724.9,"PG",31,"SAC",43,36,1143,153,326,0.469,58,128,0.453,95,198,0.48,0.558,77,99,0.778,22,95,117,119,39,12,60,75,441
"hillge01","George Hill",1.9e+07,1141.2,"PG",31,"TOT",67,60,1812,236,513,0.46,85,205,0.415,151,308,0.49,0.543,110,140,0.786,42,139,181,186,61,27,88,128,667
"hillso01","Solomon Hill",12236535,109.2,"SF",26,"NOP",12,1,187,11,41,0.268,4,21,0.19,7,20,0.35,0.317,3,6,0.5,9,27,36,22,7,1,9,22,29
"holidjr01","Jrue Holiday",25686667,2678,"SG",27,"NOP",81,81,2927,615,1244,0.494,120,356,0.337,495,888,0.557,0.543,187,238,0.786,62,303,365,486,123,64,213,201,1537
"holidju01","Justin Holiday",4384616,1448.7,"SG",28,"CHI",72,72,2265,290,782,0.371,161,449,0.359,129,333,0.387,0.474,135,164,0.823,31,260,291,153,80,31,93,134,876
"holliro01","Rondae Hollis-Jefferson",2470357,1603.3,"SF",23,"BRK",68,59,1920,342,724,0.472,13,54,0.241,329,670,0.491,0.481,249,316,0.788,101,358,459,167,65,48,121,145,946
"holmeri01","Richaun Holmes",1600520,691.7,"C",24,"PHI",48,2,746,135,241,0.56,4,31,0.129,131,210,0.624,0.568,37,56,0.661,57,154,211,61,20,29,25,97,311
"horfoal01","Al Horford",27734406,2087.5,"C",31,"BOS",72,72,2277,368,753,0.489,97,226,0.429,271,527,0.514,0.553,94,120,0.783,103,427,530,339,43,78,132,138,927
"howardw01","Dwight Howard",23819725,2534.9,"C",32,"CHO",81,81,2463,506,911,0.555,1,7,0.143,505,904,0.559,0.556,334,582,0.574,255,757,1012,105,48,131,208,249,1347
"ibakase01","Serge Ibaka",21666667,1697.6,"PF",28,"TOR",76,76,2093,379,784,0.483,107,297,0.36,272,487,0.559,0.552,94,118,0.797,78,400,478,62,29,99,90,209,959
"iguodan01","Andre Iguodala",14814815,1056.2,"SF",34,"GSW",64,7,1622,148,320,0.463,33,117,0.282,115,203,0.567,0.514,55,87,0.632,50,196,246,210,54,38,67,99,384
"inglejo01","Joe Ingles",14136364,1935.8,"SF",30,"UTA",82,81,2578,335,718,0.467,204,464,0.44,131,254,0.516,0.609,66,83,0.795,24,320,344,392,90,20,159,178,940
"ingrabr01","Brandon Ingram",5519400,1505.8,"SF",20,"LAL",59,59,1975,358,761,0.47,41,105,0.39,317,656,0.483,0.497,192,282,0.681,57,257,314,230,45,43,149,163,949
"irvinky01","Kyrie Irving",18868626,1989.4,"PG",25,"BOS",60,60,1931,534,1087,0.491,166,407,0.408,368,680,0.541,0.568,232,261,0.889,33,194,227,306,65,17,140,122,1466
"isaacjo01","Jonathan Isaac",4969080,370.8,"PF",20,"ORL",27,10,536,55,145,0.379,16,46,0.348,39,99,0.394,0.434,19,25,0.76,16,83,99,18,33,30,27,48,145
"jacksjo02","Josh Jackson",5090040,1518.7,"SF",20,"PHO",77,35,1959,389,932,0.417,57,217,0.263,332,715,0.464,0.448,177,279,0.634,95,256,351,119,80,35,146,218,1012
"jacksju01","Justin Jackson",2365560,804.4,"SF",22,"SAC",68,41,1506,185,419,0.442,57,185,0.308,128,234,0.547,0.51,26,36,0.722,27,160,187,74,28,13,40,81,453
"jacksre01","Reggie Jackson",17043478,1014,"PG",27,"DET",45,45,1201,246,577,0.426,52,169,0.308,194,408,0.475,0.471,112,134,0.836,29,96,125,238,27,4,99,87,656
"johnsja01","James Johnson",14651700,1625.6,"PF",30,"MIA",73,41,1943,309,614,0.503,57,185,0.308,252,429,0.587,0.55,113,162,0.698,61,297,358,280,70,51,141,192,788
"johnsst04","Stanley Johnson",3940402,1098.4,"SF",21,"DET",69,50,1894,210,560,0.375,67,234,0.286,143,326,0.439,0.435,112,145,0.772,33,219,252,112,95,14,77,169,599
"johnsty01","Tyler Johnson",19245370,1389.1,"PG",25,"MIA",72,39,2052,309,711,0.435,119,324,0.367,190,387,0.491,0.518,106,129,0.822,34,214,248,165,60,34,81,148,843
"jonesty01","Tyus Jones",1471382,994.4,"PG",21,"MIN",82,11,1467,150,328,0.457,45,129,0.349,105,199,0.528,0.526,71,81,0.877,16,116,132,232,95,6,59,110,416
"josepco01","Cory Joseph",7945000,1393.6,"PG",26,"IND",82,17,2210,256,604,0.424,67,190,0.353,189,414,0.457,0.479,70,94,0.745,39,224,263,260,80,18,87,141,649
"kaminfr01","Frank Kaminsky",3627842,1301.1,"PF",24,"CHO",79,4,1835,307,716,0.429,104,274,0.38,203,442,0.459,0.501,155,194,0.799,46,242,288,129,36,19,66,95,873
"kanteen01","Enes Kanter",18622514,1961.5,"C",25,"NYK",71,71,1830,422,713,0.592,0,2,0,422,711,0.594,0.592,156,184,0.848,273,507,780,105,36,37,122,187,1000
"kennalu01","Luke Kennard",3275280,935.2,"SG",21,"DET",73,9,1463,206,465,0.443,81,195,0.415,125,270,0.463,0.53,65,76,0.855,21,155,176,124,44,13,69,86,558
"kiddgmi01","Michael Kidd-Gilchrist",1.3e+07,1145.9,"SF",24,"CHO",74,74,1850,282,560,0.504,0,2,0,282,558,0.505,0.504,117,171,0.684,84,218,302,71,51,32,53,143,681
"korkmfu01","Furkan Korkmaz",1740000,44.2,"SG",20,"PHI",14,0,80,8,28,0.286,5,17,0.294,3,11,0.273,0.375,2,4,0.5,2,9,11,4,2,1,2,12,23
"korveky01","Kyle Korver",7560000,999,"SG",36,"CLE",73,4,1574,222,484,0.459,164,376,0.436,58,108,0.537,0.628,64,72,0.889,9,156,165,88,31,27,55,130,672
