"player_id","player_name.x","SALARY","fantasy_points","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"leoname01","Meyers Leonard",9213483,803.9,"PF",24,"POR",74,12,1222,146,378,0.386,74,213,0.347,72,165,0.436,0.484,35,40,0.875,27,210,237,71,13,28,35,172,401
"leuerjo01","Jon Leuer",10991957,1365.9,"PF",27,"DET",75,34,1944,310,646,0.48,49,167,0.293,261,479,0.545,0.518,98,113,0.867,102,300,402,111,31,26,66,145,767
"leverca01","Caris LeVert",1562280,846.6,"SF",22,"BRK",57,26,1237,171,380,0.45,59,184,0.321,112,196,0.571,0.528,67,93,0.72,23,165,188,110,49,8,59,91,468
"lillada01","Damian Lillard",24328425,2616.6,"PG",26,"POR",75,75,2694,661,1488,0.444,214,579,0.37,447,909,0.492,0.516,488,545,0.895,46,322,368,440,68,20,197,152,2024
"livinsh01","Shaun Livingston",5782450,790.7,"PG",31,"GSW",76,3,1345,173,316,0.547,1,3,0.333,172,313,0.55,0.549,42,60,0.7,28,123,151,139,38,20,62,120,389
"looneke01","Kevon Looney",1182840,353.3,"C",20,"GSW",53,4,447,56,107,0.523,2,9,0.222,54,98,0.551,0.533,21,34,0.618,44,80,124,29,15,17,17,64,135
"lopezbr01","Brook Lopez",21165675,2131.6,"C",28,"BRK",75,75,2222,555,1172,0.474,134,387,0.346,421,785,0.536,0.531,295,364,0.81,121,282,403,176,38,124,184,192,1539
"lopezro01","Robin Lopez",13219250,1687,"C",28,"CHI",81,81,2271,382,775,0.493,0,2,0,382,773,0.494,0.493,75,104,0.721,244,276,520,80,18,117,91,151,839
"loveke01","Kevin Love",21165675,1884.2,"PF",28,"CLE",60,60,1885,370,867,0.427,145,389,0.373,225,478,0.471,0.51,257,295,0.871,148,518,666,116,53,21,122,125,1142
"lowryky01","Kyle Lowry",1.2e+07,2054.7,"PG",30,"TOR",60,60,2244,426,918,0.464,193,468,0.412,233,450,0.518,0.569,299,365,0.819,48,238,286,417,88,19,173,170,1344
"lylestr01","Trey Lyles",2340600,796.5,"PF",21,"UTA",71,4,1158,159,439,0.362,65,204,0.319,94,235,0.4,0.436,57,79,0.722,48,187,235,69,26,20,64,97,440
"makerth01","Thon Maker",2568600,420.3,"C",19,"MIL",57,34,562,83,181,0.459,28,74,0.378,55,107,0.514,0.536,32,49,0.653,40,74,114,23,10,26,17,84,226
"matthwe02","Wesley Matthews",17145838,1547.8,"SG",30,"DAL",73,73,2495,333,847,0.393,174,479,0.363,159,368,0.432,0.496,146,179,0.816,18,241,259,210,77,15,102,161,986
"mccolcj01","CJ McCollum",3219579,2399.3,"SG",25,"POR",80,80,2796,692,1441,0.48,185,439,0.421,507,1002,0.506,0.544,268,294,0.912,60,229,289,285,72,42,172,202,1837
"mcderdo01","Doug McDermott",2483040,820.8,"SF",25,"TOT",66,5,1508,222,497,0.447,77,208,0.37,145,289,0.502,0.524,71,84,0.845,20,159,179,58,13,5,38,79,592
"mcderdo01","Doug McDermott",2483040,609.5,"SF",25,"CHI",44,4,1078,166,373,0.445,56,150,0.373,110,223,0.493,0.52,59,67,0.881,14,116,130,45,11,4,32,57,447
"mcderdo01","Doug McDermott",2483040,211.3,"SF",25,"OKC",22,1,430,56,124,0.452,21,58,0.362,35,66,0.53,0.536,12,17,0.706,6,43,49,13,2,1,6,22,145
"mcgeeja01","JaVale McGee",1403611,866.3,"C",29,"GSW",77,10,739,208,319,0.652,0,3,0,208,316,0.658,0.652,56,111,0.505,100,144,244,17,19,67,40,109,472
"mclembe01","Ben McLemore",4008882,664.3,"SG",23,"SAC",61,26,1176,180,419,0.43,65,170,0.382,115,249,0.462,0.507,70,93,0.753,19,110,129,51,29,6,62,108,495
"middlkh01","Khris Middleton",15200000,672.1,"SF",25,"MIL",29,23,889,150,333,0.45,45,104,0.433,105,229,0.459,0.518,81,92,0.88,11,112,123,99,41,7,65,79,426
"milescj01","C.J. Miles",4583450,1179.8,"SF",29,"IND",76,29,1776,281,647,0.434,169,409,0.413,112,238,0.471,0.565,84,93,0.903,30,199,229,48,46,25,40,151,815
"millspa01","Paul Millsap",20072033,2098.6,"PF",31,"ATL",69,67,2343,430,972,0.442,75,241,0.311,355,731,0.486,0.481,311,405,0.768,111,422,533,252,90,62,158,186,1246
"millspa02","Patty Mills",3578948,1317.2,"PG",28,"SAS",80,8,1754,273,621,0.44,147,355,0.414,126,266,0.474,0.558,66,80,0.825,24,117,141,280,65,3,101,109,759
"mooreet01","E'Twaun Moore",8081363,1173.4,"SG",27,"NOP",73,22,1820,283,619,0.457,77,208,0.37,206,411,0.501,0.519,57,74,0.77,33,119,152,164,50,32,62,131,700
"morrima02","Markieff Morris",7400000,1782.6,"PF",27,"WAS",76,76,2374,406,889,0.457,71,196,0.362,335,693,0.483,0.497,180,215,0.837,107,386,493,126,82,42,129,254,1063
"mozgoti01","Timofey Mozgov",1.6e+07,741.3,"C",30,"LAL",54,52,1104,169,328,0.515,0,1,0,169,327,0.517,0.515,63,78,0.808,104,160,264,43,16,31,72,133,401
"mudiaem01","Emmanuel Mudiay",3241800,996.1,"PG",20,"DEN",55,41,1406,208,551,0.377,56,178,0.315,152,373,0.408,0.428,131,167,0.784,29,149,178,217,41,13,123,95,603
"murrade01","Dejounte Murray",1180080,221.4,"PG",20,"SAS",38,8,322,50,116,0.431,9,23,0.391,41,93,0.441,0.47,21,30,0.7,6,36,42,48,8,6,38,29,130
"murraja01","Jamal Murray",3210840,1253.8,"SG",19,"DEN",82,10,1764,295,730,0.404,115,344,0.334,180,386,0.466,0.483,106,120,0.883,41,173,214,170,51,24,113,124,811
"muscami01","Mike Muscala",1015696,903.5,"C",25,"ATL",70,3,1237,170,337,0.504,46,110,0.418,124,227,0.546,0.573,49,64,0.766,76,164,240,95,30,41,55,97,435
"napiesh01","Shabazz Napier",1350120,380.7,"PG",25,"POR",53,2,512,73,183,0.399,34,92,0.37,39,91,0.429,0.492,38,49,0.776,8,53,61,67,32,2,41,38,218
"nichoan01","Andrew Nicholson",6088993,206.2,"PF",27,"TOT",38,0,342,43,111,0.387,5,27,0.185,38,84,0.452,0.41,9,14,0.643,15,46,61,10,16,6,17,55,100
"nichoan01","Andrew Nicholson",6088993,68.9,"PF",27,"BRK",10,0,111,13,34,0.382,2,11,0.182,11,23,0.478,0.412,2,2,1,4,23,27,3,5,0,6,18,30
"nichoan01","Andrew Nicholson",6088993,137.3,"PF",27,"WAS",28,0,231,30,77,0.39,3,16,0.188,27,61,0.443,0.409,7,12,0.583,11,23,34,7,11,6,11,37,70
"noahjo01","Joakim Noah",1.7e+07,912.1,"C",31,"NYK",46,46,1015,99,202,0.49,0,1,0,99,201,0.493,0.49,34,78,0.436,162,241,403,103,30,37,58,127,232
"noelne01","Nerlens Noel",4384490,540.8,"C",22,"PHI",29,7,564,107,175,0.611,0,1,0,107,174,0.615,0.611,43,63,0.683,46,98,144,30,43,26,29,71,257
"noelne01","Nerlens Noel",4384490,974.8,"C",22,"TOT",51,19,1047,184,309,0.595,0,1,0,184,308,0.597,0.595,77,111,0.694,93,201,294,50,65,50,51,126,445
"oladivi01","Victor Oladipo",6552961,1643.2,"SG",24,"OKC",67,67,2222,412,932,0.442,127,352,0.361,285,580,0.491,0.51,116,154,0.753,39,252,291,176,78,21,119,155,1067
"olynyke01","Kelly Olynyk",3094014,1291.2,"C",25,"BOS",75,6,1538,260,508,0.512,68,192,0.354,192,316,0.608,0.579,90,123,0.732,73,288,361,148,43,29,96,207,678
"oquinky01","Kyle O'Quinn",3918750,1338.3,"C",26,"NYK",79,8,1229,215,413,0.521,2,17,0.118,213,396,0.538,0.523,64,83,0.771,157,282,439,117,36,104,76,174,496
"parkeja01","Jabari Parker",5374320,1503.8,"PF",21,"MIL",51,50,1728,399,814,0.49,65,178,0.365,334,636,0.525,0.53,162,218,0.743,79,235,314,142,50,22,93,111,1025
"parsoch01","Chandler Parsons",22116750,384.3,"SF",28,"MEM",34,34,675,75,222,0.338,25,93,0.269,50,129,0.388,0.394,35,43,0.814,6,78,84,55,20,5,24,52,210
"pattepa01","Patrick Patterson",6050000,955.6,"PF",27,"TOR",65,8,1599,154,384,0.401,94,253,0.372,60,131,0.458,0.523,43,60,0.717,62,231,293,76,40,23,38,120,445
"paulch01","Chris Paul",22868827,2188.3,"PG",31,"LAC",61,61,1921,374,785,0.476,124,302,0.411,250,483,0.518,0.555,232,260,0.892,40,264,304,563,119,8,147,146,1104
"payneca01","Cameron Payne",2112480,211.2,"PG",22,"OKC",20,0,320,43,130,0.331,16,52,0.308,27,78,0.346,0.392,4,4,1,2,29,31,40,10,4,16,38,106
