"player_id","player_name.x","SALARY","fantasy_points","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","salaryPerPoints","predResponse"
"millspa01","Paul Millsap",20072033,2098.6,"PF",31,"ATL",69,67,2343,430,972,0.442,75,241,0.311,355,731,0.486,0.481,311,405,0.768,111,422,533,252,90,62,158,186,1246,9564.48727723244,"10689.5210614634"
"millspa02","Patty Mills",3578948,1317.2,"PG",28,"SAS",80,8,1754,273,621,0.44,147,355,0.414,126,266,0.474,0.558,66,80,0.825,24,117,141,280,65,3,101,109,759,2717.08776191922,"7158.01787780514"
"mooreet01","E'Twaun Moore",8081363,1173.4,"SG",27,"NOP",73,22,1820,283,619,0.457,77,208,0.37,206,411,0.501,0.519,57,74,0.77,33,119,152,164,50,32,62,131,700,6887.13396966081,"4997.59611151522"
"morrima02","Markieff Morris",7400000,1782.6,"PF",27,"WAS",76,76,2374,406,889,0.457,71,196,0.362,335,693,0.483,0.497,180,215,0.837,107,386,493,126,82,42,129,254,1063,4151.23976214518,"8326.50358838003"
"mozgoti01","Timofey Mozgov",1.6e+07,741.3,"C",30,"LAL",54,52,1104,169,328,0.515,0,1,0,169,327,0.517,0.515,63,78,0.808,104,160,264,43,16,31,72,133,401,21583.704303251,"9395.78644198335"
"mudiaem01","Emmanuel Mudiay",3241800,996.1,"PG",20,"DEN",55,41,1406,208,551,0.377,56,178,0.315,152,373,0.408,0.428,131,167,0.784,29,149,178,217,41,13,123,95,603,3254.49252083124,"5310.64207208009"
"murrade01","Dejounte Murray",1180080,221.4,"PG",20,"SAS",38,8,322,50,116,0.431,9,23,0.391,41,93,0.441,0.47,21,30,0.7,6,36,42,48,8,6,38,29,130,5330.08130081301,"13436.9920882157"
"murraja01","Jamal Murray",3210840,1253.8,"SG",19,"DEN",82,10,1764,295,730,0.404,115,344,0.334,180,386,0.466,0.483,106,120,0.883,41,173,214,170,51,24,113,124,811,2560.88690381241,"2558.32000120094"
"muscami01","Mike Muscala",1015696,903.5,"C",25,"ATL",70,3,1237,170,337,0.504,46,110,0.418,124,227,0.546,0.573,49,64,0.766,76,164,240,95,30,41,55,97,435,1124.17930271168,"3821.47395087166"
"napiesh01","Shabazz Napier",1350120,380.7,"PG",25,"POR",53,2,512,73,183,0.399,34,92,0.37,39,91,0.429,0.492,38,49,0.776,8,53,61,67,32,2,41,38,218,3546.41449960599,"9630.35236370497"
"nichoan01","Andrew Nicholson",6088993,206.2,"PF",27,"TOT",38,0,342,43,111,0.387,5,27,0.185,38,84,0.452,0.41,9,14,0.643,15,46,61,10,16,6,17,55,100,29529.5489815713,"23133.5275883522"
"nichoan01","Andrew Nicholson",6088993,68.9,"PF",27,"BRK",10,0,111,13,34,0.382,2,11,0.182,11,23,0.478,0.412,2,2,1,4,23,27,3,5,0,6,18,30,88374.3541364296,"47730.7199941321"
"nichoan01","Andrew Nicholson",6088993,137.3,"PF",27,"WAS",28,0,231,30,77,0.39,3,16,0.188,27,61,0.443,0.409,7,12,0.583,11,23,34,7,11,6,11,37,70,44348.091769847,"26588.1568935065"
"noahjo01","Joakim Noah",1.7e+07,912.1,"C",31,"NYK",46,46,1015,99,202,0.49,0,1,0,99,201,0.493,0.49,34,78,0.436,162,241,403,103,30,37,58,127,232,18638.3072031575,"12725.9689209286"
"noelne01","Nerlens Noel",4384490,540.8,"C",22,"PHI",29,7,564,107,175,0.611,0,1,0,107,174,0.615,0.611,43,63,0.683,46,98,144,30,43,26,29,71,257,8107.4149408284,"22435.0362896322"
"noelne01","Nerlens Noel",4384490,974.8,"C",22,"TOT",51,19,1047,184,309,0.595,0,1,0,184,308,0.597,0.595,77,111,0.694,93,201,294,50,65,50,51,126,445,4497.83545342634,"4877.63503396916"
"oladivi01","Victor Oladipo",6552961,1643.2,"SG",24,"OKC",67,67,2222,412,932,0.442,127,352,0.361,285,580,0.491,0.51,116,154,0.753,39,252,291,176,78,21,119,155,1067,3987.92660662123,"6573.44893962766"
"olynyke01","Kelly Olynyk",3094014,1291.2,"C",25,"BOS",75,6,1538,260,508,0.512,68,192,0.354,192,316,0.608,0.579,90,123,0.732,73,288,361,148,43,29,96,207,678,2396.23141263941,"7516.55638026314"
"oquinky01","Kyle O'Quinn",3918750,1338.3,"C",26,"NYK",79,8,1229,215,413,0.521,2,17,0.118,213,396,0.538,0.523,64,83,0.771,157,282,439,117,36,104,76,174,496,2928.15512216992,"7958.78830896859"
"parkeja01","Jabari Parker",5374320,1503.8,"PF",21,"MIL",51,50,1728,399,814,0.49,65,178,0.365,334,636,0.525,0.53,162,218,0.743,79,235,314,142,50,22,93,111,1025,3573.82630668972,"3540.92275748342"
"parsoch01","Chandler Parsons",22116750,384.3,"SF",28,"MEM",34,34,675,75,222,0.338,25,93,0.269,50,129,0.388,0.394,35,43,0.814,6,78,84,55,20,5,24,52,210,57550.7416081187,"24711.2772158774"
"pattepa01","Patrick Patterson",6050000,955.6,"PF",27,"TOR",65,8,1599,154,384,0.401,94,253,0.372,60,131,0.458,0.523,43,60,0.717,62,231,293,76,40,23,38,120,445,6331.10087902888,"8325.97151240051"
"paulch01","Chris Paul",22868827,2188.3,"PG",31,"LAC",61,61,1921,374,785,0.476,124,302,0.411,250,483,0.518,0.555,232,260,0.892,40,264,304,563,119,8,147,146,1104,10450.4990175022,"10160.6088577533"
"payneca01","Cameron Payne",2112480,211.2,"PG",22,"OKC",20,0,320,43,130,0.331,16,52,0.308,27,78,0.346,0.392,4,4,1,2,29,31,40,10,4,16,38,106,10002.2727272727,"31584.2828782131"
"payneca01","Cameron Payne",2112480,90.9,"PG",22,"CHI",11,0,142,21,63,0.333,11,34,0.324,10,29,0.345,0.421,1,4,0.25,1,16,17,15,4,0,13,14,54,23239.603960396,"70952.1392794467"
"payneca01","Cameron Payne",2112480,302.1,"PG",22,"TOT",31,0,462,64,193,0.332,27,86,0.314,37,107,0.346,0.402,5,8,0.625,3,45,48,55,14,4,29,52,160,6992.65143992056,"22894.1255927057"
"paytoel01","Elfrid Payton",2613600,2235.9,"PG",22,"ORL",82,58,2412,430,912,0.471,40,146,0.274,390,766,0.509,0.493,146,211,0.692,89,298,387,529,88,40,178,177,1046,1168.92526499396,"5185.54088017229"
"plumlma01","Mason Plumlee",2328530,560.6,"C",26,"DEN",27,10,632,99,181,0.547,0,1,0,99,180,0.55,0.547,47,76,0.618,50,123,173,70,19,29,46,77,245,4153.63895825901,"23172.8400890867"
"plumlma01","Mason Plumlee",2328530,2008,"C",26,"TOT",81,64,2148,334,623,0.536,0,6,0,334,617,0.541,0.536,174,300,0.58,170,435,605,284,69,92,134,226,842,1159.6264940239,"7887.47423752537"
"plumlma01","Mason Plumlee",2328530,1447.4,"C",26,"POR",54,54,1516,235,442,0.532,0,5,0,235,437,0.538,0.532,127,224,0.567,120,312,432,214,50,63,88,149,597,1608.76744507393,"11323.8038390359"
"portibo01","Bobby Portis",1453680,822.7,"PF",21,"CHI",64,13,1000,183,375,0.488,32,96,0.333,151,279,0.541,0.531,39,59,0.661,75,221,296,35,16,11,37,94,437,1766.96244074389,"3471.75960134647"
"poweldw01","Dwight Powell",8375000,1015.7,"C",25,"DAL",77,3,1333,194,377,0.515,21,74,0.284,173,303,0.571,0.542,107,141,0.759,93,213,306,49,61,39,34,135,516,8245.54494437334,"5096.8803143298"
"randlju01","Julius Randle",3267120,1929.2,"PF",22,"LAL",74,73,2132,377,773,0.488,17,63,0.27,360,710,0.507,0.499,204,282,0.723,150,486,636,264,49,37,173,248,975,1693.51026332158,"3322.35522960583"
"riverau01","Austin Rivers",1.1e+07,1257.2,"SG",24,"LAC",74,29,2054,323,731,0.442,111,299,0.371,212,432,0.491,0.518,132,191,0.691,20,141,161,204,48,10,115,187,889,8749.60229080496,"3210.56113367757"
"roberan03","Andre Roberson",2183072,1372.1,"SF",25,"OKC",79,79,2376,215,463,0.464,45,184,0.245,170,279,0.609,0.513,47,111,0.423,98,305,403,79,94,79,51,204,522,1591.04438452008,"7845.33992269551"
"rondora01","Rajon Rondo",1.4e+07,1676.5,"PG",30,"CHI",69,42,1843,229,561,0.408,50,133,0.376,179,428,0.418,0.453,30,50,0.6,73,282,355,461,99,11,169,144,538,8350.73068893528,"8708.9896004309"
"rosede01","Derrick Rose",21323252,1627.7,"PG",28,"NYK",64,64,2082,460,977,0.471,13,60,0.217,447,917,0.487,0.477,221,253,0.874,66,180,246,283,44,17,147,84,1154,13100.2346869816,"11964.8057534809"
"rosste01","Terrence Ross",1e+07,481.1,"SF",25,"ORL",24,24,748,115,267,0.431,46,135,0.341,69,132,0.523,0.517,23,27,0.852,4,64,68,43,34,13,35,61,299,20785.6994387861,"24037.4349793944"
"rosste01","Terrence Ross",1e+07,864.1,"SF",25,"TOR",54,0,1207,211,479,0.441,96,256,0.375,115,223,0.516,0.541,41,50,0.82,14,124,138,45,53,20,33,82,559,11572.7346371948,"8409.98406244819"
"rosste01","Terrence Ross",1e+07,1345.2,"SF",25,"TOT",78,24,1955,326,746,0.437,142,391,0.363,184,355,0.518,0.532,64,77,0.831,18,188,206,88,87,33,68,143,858,7433.83883437407,"6123.55591523185"
"roziete01","Terry Rozier",1906440,894.9,"PG",22,"BOS",74,0,1263,151,411,0.367,57,179,0.318,94,232,0.405,0.437,51,66,0.773,40,187,227,131,46,11,47,69,410,2130.3385853168,"3206.81297620238"
"rubiori01","Ricky Rubio",13550000,2052,"PG",26,"MIN",75,75,2469,261,650,0.402,60,196,0.306,201,454,0.443,0.448,254,285,0.891,68,237,305,682,128,10,195,202,836,6603.31384015595,"8988.1023105474"
"russeda01","D'Angelo Russell",5332800,1586.7,"PG",20,"LAL",63,60,1811,351,867,0.405,135,384,0.352,216,483,0.447,0.483,147,188,0.782,31,190,221,303,87,16,176,130,984,3360.93779542447,"3990.53490076966"
"sabondo01","Domantas Sabonis",2440200,962.6,"PF",20,"OKC",81,66,1632,192,481,0.399,51,159,0.321,141,322,0.438,0.452,44,67,0.657,46,242,288,82,39,32,83,200,479,2535.00934967796,"3847.11403759188"
"scottmi01","Mike Scott",3333334,113.9,"PF",28,"ATL",18,0,195,17,59,0.288,4,27,0.148,13,32,0.406,0.322,7,8,0.875,10,27,37,17,4,3,8,12,45,29265.4433713784,"30825.0968376212"
"sefolth01","Thabo Sefolosha",3850000,1069.5,"SF",32,"ATL",62,42,1596,174,395,0.441,41,120,0.342,133,275,0.484,0.492,55,75,0.733,54,216,270,107,96,31,58,97,444,3599.81299672744,"9241.18545151123"
"shumpim01","Iman Shumpert",9662922,1021.1,"SG",26,"CLE",76,31,1937,201,489,0.411,94,261,0.36,107,228,0.469,0.507,71,90,0.789,39,179,218,109,62,27,78,150,567,9463.24747820977,"6925.54036411021"
"siakapa01","Pascal Siakam",1196040,563.5,"PF",22,"TOR",55,38,859,103,205,0.502,1,7,0.143,102,198,0.515,0.505,22,32,0.688,64,121,185,17,26,45,33,109,229,2122.51996450754,"5713.68798297178"
"singlky01","Kyle Singler",4837500,159.1,"SF",28,"OKC",32,2,385,34,83,0.41,7,37,0.189,27,46,0.587,0.452,13,17,0.765,8,40,48,9,7,5,11,29,88,30405.4054054054,"21593.3066819358"
"smartma01","Marcus Smart",3578880,1703,"SG",22,"BOS",79,24,2399,269,749,0.359,94,332,0.283,175,417,0.42,0.422,203,250,0.812,78,227,305,364,125,34,159,192,835,2101.51497357604,"4192.89159475349"
"smithis01","Ish Smith",6e+06,1671,"PG",28,"DET",81,32,1955,329,749,0.439,28,105,0.267,301,644,0.467,0.458,72,102,0.706,21,214,235,418,61,33,112,127,758,3590.66427289048,"7310.21708285042"
"snellto01","Tony Snell",2368327,1160.6,"SG",25,"MIL",80,80,2336,246,541,0.455,144,355,0.406,102,186,0.548,0.588,47,58,0.81,22,226,248,96,55,14,55,125,683,2040.6057211787,"4957.72393851805"
"teaguje01","Jeff Teague",8800000,2296.5,"PG",28,"IND",82,82,2657,402,909,0.442,90,252,0.357,312,657,0.475,0.492,360,415,0.867,33,297,330,639,100,32,216,165,1254,3831.91813629436,"7827.90286654018"
"templga01","Garrett Temple",8e+06,1066.8,"SG",30,"SAC",65,21,1728,183,432,0.424,82,220,0.373,101,212,0.476,0.519,58,74,0.784,32,152,184,168,84,28,78,141,506,7499.06261717285,"8082.96510109862"
"thomais02","Isaiah Thomas",6587132,2483,"PG",27,"BOS",76,76,2569,682,1473,0.463,245,646,0.379,437,827,0.528,0.546,590,649,0.909,43,162,205,448,70,13,210,167,2199,2652.89246878776,"10386.1598641411"
"thompkl01","Klay Thompson",16663575,2222,"SG",26,"GSW",78,78,2649,644,1376,0.468,268,647,0.414,376,729,0.516,0.565,186,218,0.853,49,236,285,160,66,40,128,139,1742,7499.35868586859,"7951.3130040654"
"thomptr01","Tristan Thompson",15330435,1679.5,"C",25,"CLE",78,78,2336,262,437,0.6,0,3,0,262,434,0.604,0.6,106,213,0.498,286,429,715,77,39,84,64,176,630,9127.97558797261,"7827.92098991401"
"tollian01","Anthony Tolliver",8e+06,851.9,"PF",31,"SAC",65,9,1477,155,351,0.442,90,230,0.391,65,121,0.537,0.57,61,82,0.744,51,186,237,77,34,20,56,109,461,9390.77356497241,"8057.01720045786"
"townska01","Karl-Anthony Towns",5960160,3349.4,"C",21,"MIN",82,82,3030,802,1480,0.542,101,275,0.367,701,1205,0.582,0.576,356,428,0.832,296,711,1007,220,56,103,212,241,2061,1779.4709500209,"3513.41233289857"
"turneev01","Evan Turner",16393443,1158.9,"SF",28,"POR",65,12,1658,235,552,0.426,31,118,0.263,204,434,0.47,0.454,85,103,0.825,36,211,247,205,53,24,100,121,586,14145.6924669946,"12049.335722756"
"turnemy01","Myles Turner",2463840,2180.8,"C",20,"IND",81,81,2541,444,869,0.511,40,115,0.348,404,754,0.536,0.534,245,303,0.809,139,450,589,106,74,172,105,262,1173,1129.78723404255,"2711.3253845359"
"valende01","Denzel Valentine",2092200,577.7,"SG",23,"CHI",57,0,976,102,288,0.354,73,208,0.351,29,80,0.363,0.481,14,18,0.778,11,140,151,63,30,7,49,86,291,3621.60290808378,"4262.06203493289"
"vonleno01","Noah Vonleh",2751360,827.9,"PF",21,"POR",74,41,1265,130,270,0.481,7,20,0.35,123,250,0.492,0.494,60,94,0.638,131,256,387,31,30,27,64,154,327,3323.29991544873,"4405.38558052906"
"waitedi01","Dion Waiters",2898000,1151.6,"SG",25,"MIA",46,43,1384,281,663,0.424,85,215,0.395,196,448,0.438,0.488,82,127,0.646,18,135,153,200,42,20,103,95,729,2516.4987843001,"12785.1819723736"
"walkeke02","Kemba Walker",1.2e+07,2592.6,"PG",26,"CHO",79,79,2739,643,1449,0.444,240,602,0.399,403,847,0.476,0.527,304,359,0.847,45,263,308,434,85,22,168,119,1830,4628.55820411942,"6985.4417348468"
"walljo01","John Wall",16957900,3110.7,"PG",26,"WAS",78,78,2836,647,1435,0.451,89,272,0.327,558,1163,0.48,0.482,422,527,0.801,59,267,326,831,157,49,322,151,1805,5451.47394477127,"8694.27738739561"
"warretj01","T.J. Warren",2128920,1524.3,"SF",23,"PHO",66,59,2048,403,814,0.495,26,98,0.265,377,716,0.527,0.511,119,154,0.773,125,214,339,75,76,39,57,175,951,1396.65420192875,"2547.45537092307"
"watsocj01","C.J. Watson",5e+06,544.8,"PG",32,"ORL",62,9,1012,96,248,0.387,32,105,0.305,64,143,0.448,0.452,57,66,0.864,16,73,89,114,43,2,47,84,281,9177.6798825257,"10093.111109423"
"westbru01","Russell Westbrook",26540100,4032.8,"PG",28,"OKC",81,81,2802,824,1941,0.425,200,583,0.343,624,1358,0.459,0.476,710,840,0.845,137,727,864,840,132,31,438,190,2558,6581.06030549494,"8696.60522625221"
"wiggian01","Andrew Wiggins",6006600,2235.1,"SF",21,"MIN",82,82,3048,709,1570,0.452,103,289,0.356,606,1281,0.473,0.484,412,542,0.76,102,226,328,189,82,30,187,183,1933,2687.39653706769,"4313.72568179332"
"willilo02","Lou Williams",7e+06,421,"SG",30,"HOU",23,0,591,102,264,0.386,41,129,0.318,61,135,0.452,0.464,98,113,0.867,12,58,70,56,15,9,40,25,343,16627.0783847981,"29274.7346714714"
"willilo02","Lou Williams",7e+06,1238.9,"SG",30,"LAL",58,1,1403,326,734,0.444,122,317,0.385,204,417,0.489,0.527,304,344,0.884,14,118,132,183,65,11,120,67,1078,5650.17354104447,"10469.4315251816"
"willilo02","Lou Williams",7e+06,1659.9,"SG",30,"TOT",81,1,1994,428,998,0.429,163,446,0.365,265,552,0.48,0.511,402,457,0.88,26,176,202,239,80,20,160,92,1421,4217.12151334418,"6973.77720999851"
"willima02","Marvin Williams",12250000,1639,"PF",30,"CHO",76,76,2295,297,704,0.422,124,354,0.35,173,350,0.494,0.51,131,150,0.873,89,411,500,106,58,53,60,134,849,7474.06955460647,"9502.60497546418"
"winslju01","Justise Winslow",2593440,409.8,"SF",20,"MIA",18,15,625,80,225,0.356,7,35,0.2,73,190,0.384,0.371,29,47,0.617,23,71,94,66,26,6,33,52,196,6328.55051244509,"17455.9880488236"
"wrighde01","Delon Wright",1577280,302.1,"PG",24,"TOR",27,0,446,49,116,0.422,10,30,0.333,39,86,0.453,0.466,42,55,0.764,16,32,48,57,27,11,25,31,150,5221.05263157895,"18137.3317068617"
"youngth01","Thaddeus Young",14153652,1678.6,"PF",28,"IND",74,74,2237,362,687,0.527,45,118,0.381,317,569,0.557,0.56,45,86,0.523,131,317,448,122,113,29,95,135,814,8431.81937328726,"8014.44074289998"
"zelleco01","Cody Zeller",5318313,1315.5,"C",24,"CHO",62,58,1725,253,443,0.571,0,1,0,253,442,0.572,0.571,133,196,0.679,135,270,405,99,62,58,65,189,639,4042.80729760547,"7704.81942366451"
"zubaciv01","Ivica Zubac",1034956,551.8,"C",19,"LAL",38,11,609,126,238,0.529,0,3,0,126,235,0.536,0.529,32,49,0.653,41,118,159,30,14,33,30,66,284,1875.59985501993,"10787.4807513814"
